Sl. No,Polling Station No,emaN Thozhilalarkal Katchi,Party Indiar Naam NTK,srotcelE Makkal Amma S AMMK,OT Needhi Kazagam Makkal MNM,EHT MNM,EVITALSIGEL rudnehcuriT... IND,R IND,IND,.... P.S.J IND,IND,IND,S IND,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
216,169,188,296,41,1,0,12,7,1,0,1,0,0,0,0,0,547,0,2,549,0
217,170,184,345,37,0,2,16,17,0,0,0,3,0,0,2,0,606,0,6,612,0
218,171,205,200,66,0,0,8,10,1,0,0,0,0,0,0,0,490,0,4,494,0
219,171(A),227,236,32,0,3,11,10,0,1,0,0,1,1,0,1,523,0,3,526,0
220,172,225,189,48,1,0,16,21,0,0,0,0,0,8,0,0,508,0,5,513,0
221,172(A),213,244,31,1,0,16,15,1,0,0,0,0,0,0,1,522,0,9,531,0
222,173,159,209,47,2,0,14,18,1,0,0,2,0,0,0,1,453,0,4,457,0
223,173(A),142,241,27,1,1,12,13,0,2,0,1,1,1,0,0,442,0,3,445,0
224,174,104,360,10,0,0,10,10,2,1,0,0,0,0,1,0,498,0,13,511,0
225,175,152,246,51,0,4,15,14,0,1,3,0,0,0,1,0,487,0,7,494,0
226,175(A),147,256,27,2,3,9,11,0,0,2,0,1,1,0,0,459,0,1,460,0
227,176,254,401,33,0,2,29,26,2,0,1,2,1,1,0,0,752,0,14,766,0
228,177,153,224,41,1,1,9,5,0,0,1,0,0,1,0,0,436,0,3,439,0
229,177(A),162,244,22,1,0,5,7,0,0,0,3,1,1,2,1,449,0,2,451,0
230,178,300,270,34,0,3,3,18,0,1,0,0,0,0,0,0,629,0,3,632,0
231,179,250,252,38,0,0,14,14,0,0,0,0,0,1,0,0,569,0,4,573,0
232,179(A),270,251,26,0,0,12,13,1,0,0,1,1,0,0,0,575,0,4,579,0
233,180,186,213,41,1,1,16,17,0,0,0,1,0,0,0,0,476,0,8,484,0
234,181,267,340,60,0,3,7,21,1,0,1,0,1,0,0,0,701,0,6,707,0
235,182,187,205,42,1,0,8,16,0,0,2,1,0,1,1,0,464,0,8,472,0
236,182(A),210,200,37,0,2,6,29,0,1,0,0,0,1,0,0,486,0,3,489,0
237,183,91,423,7,0,1,18,11,1,0,1,1,0,0,0,0,554,0,7,561,0
238,184,131,301,17,1,0,10,7,0,0,0,0,0,0,0,0,467,0,11,478,0
239,185,140,276,39,0,3,7,7,1,0,0,1,1,1,0,0,476,0,3,479,0
240,186,161,384,58,1,2,6,6,0,0,1,0,0,0,1,0,620,0,8,628,0
241,187,346,152,40,1,1,3,17,2,1,2,2,2,2,2,2,575,0,9,584,0
242,188,479,107,39,0,1,21,16,0,0,0,0,3,12,1,0,679,0,13,692,0
243,189,193,139,191,0,0,5,17,2,0,0,0,1,0,0,1,549,0,3,552,0
244,189(A),196,143,166,0,0,7,12,0,0,1,0,0,0,0,0,525,0,3,528,0
245,190,270,180,240,0,0,2,14,0,0,0,0,0,0,1,2,709,0,7,716,0
246,191,269,276,41,2,1,4,6,0,0,1,0,1,0,0,0,601,0,6,607,0
247,192,202,107,71,0,0,6,3,0,0,0,0,0,0,0,1,390,0,1,391,0
248,192(A),250,125,93,1,1,4,6,0,0,0,0,0,0,0,0,480,0,1,481,0
249,193,279,218,150,0,1,0,4,1,0,1,0,0,0,0,1,655,0,3,658,0
250,194,195,182,80,0,1,7,1,0,0,1,0,0,1,0,3,471,0,2,473,0
251,195,343,275,47,4,1,7,3,0,0,0,0,1,0,0,0,681,0,0,681,0
252,196,202,238,35,0,0,6,0,0,0,0,0,0,1,2,0,484,0,1,485,0
253,197,253,354,31,1,0,13,4,1,0,0,2,2,0,0,3,664,0,2,666,0
254,198,320,314,50,1,0,5,2,1,0,0,0,1,0,0,1,695,0,3,698,0
255,199,183,226,45,0,0,2,2,0,0,1,0,1,0,0,0,460,0,1,461,0
256,200,257,109,25,0,1,0,10,0,0,0,0,0,1,0,1,404,0,2,406,0
257,200(A),304,146,24,1,0,0,5,0,0,0,0,0,1,0,0,481,0,3,484,0
258,201,303,145,61,0,0,1,7,0,0,0,0,0,0,0,0,517,0,2,519,0
259,202,159,246,42,1,0,5,0,0,0,2,1,0,0,0,0,456,0,1,457,0
260,203,129,176,30,0,0,5,6,1,0,0,0,1,0,0,0,348,0,2,350,0
261,204,299,278,32,0,1,76,1,0,0,0,0,0,0,0,4,691,0,1,692,0
262,205,145,133,31,0,0,9,2,0,0,1,0,0,0,2,0,323,0,0,323,0
263,205(A),174,159,15,1,0,4,1,0,0,0,0,2,0,0,3,359,0,2,361,0
264,206,169,291,58,0,0,7,3,0,0,2,1,0,0,1,2,534,0,5,539,0
265,207,342,237,44,1,0,43,3,0,0,1,0,1,4,0,2,678,0,3,681,0
266,208,215,134,46,0,0,30,3,1,2,1,1,0,1,0,0,434,0,0,434,0
267,209,202,318,40,0,0,28,7,0,0,0,1,0,0,2,0,598,0,2,600,0
268,210,147,197,19,0,0,1,1,0,0,0,0,0,0,0,0,365,0,0,365,0
269,211,215,262,25,2,0,16,1,1,0,0,1,1,1,0,0,525,0,3,528,0
270,212,212,157,28,0,1,1,1,0,0,0,0,0,0,0,0,400,0,2,402,0
271,213,223,88,64,1,0,5,4,0,0,0,1,0,0,0,0,386,0,2,388,0
272,213(A),235,84,22,1,0,5,5,0,1,1,0,0,0,1,1,356,0,2,358,0
273,214,225,96,52,0,1,2,3,0,0,0,0,0,0,0,0,379,0,4,383,0
274,214(A),252,103,26,0,2,2,1,1,0,0,0,0,0,0,1,388,0,0,388,0
275,215,153,163,46,0,0,16,2,1,0,10,0,0,0,1,0,392,0,1,393,0
276,215(A),210,174,24,0,0,20,5,1,0,6,1,0,0,0,2,443,0,3,446,0
277,216,168,52,8,0,0,4,1,0,0,0,0,0,0,0,0,233,0,0,233,0
278,217,312,231,63,0,0,5,7,0,0,0,0,1,0,2,2,623,0,5,628,0
279,218,302,99,94,0,2,10,0,2,0,0,1,0,1,0,0,511,0,2,513,0
280,219,341,245,11,0,0,3,3,0,0,0,1,1,0,0,0,605,0,2,607,0
281,220,285,259,38,0,0,22,2,0,0,0,3,0,0,1,0,610,0,5,615,0
282,221,209,323,18,0,0,3,7,0,0,0,0,1,0,1,1,563,0,4,567,0
283,222,201,327,15,1,1,11,8,0,0,0,0,0,0,0,0,564,0,6,570,0
284,223,102,218,7,0,0,7,4,0,0,0,0,0,0,0,1,339,0,1,340,0
285,224,99,204,32,0,0,2,6,0,0,0,0,0,1,2,3,349,0,0,349,0
286,224(A),107,231,9,0,0,7,5,0,0,1,2,0,0,0,1,363,0,1,364,0
287,225,283,102,24,0,0,6,3,0,0,0,1,0,0,0,0,419,0,4,423,0
288,225(A),334,97,14,0,0,5,4,0,0,0,0,0,0,0,0,454,0,2,456,0
289,226,279,139,26,0,0,21,2,0,0,1,0,0,0,0,0,468,0,4,472,0
290,226(A),287,139,20,1,1,15,6,0,1,0,2,1,1,0,1,475,0,1,476,0
291,227,254,72,27,0,1,10,3,0,0,0,0,0,1,0,0,368,0,3,371,0
